gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired
M,FRS,Fire and Rescue Services,First Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,12/13/2004,2004
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,03/17/2008,2008
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Fire/Rescue Captain,02/29/1988,1988
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Principal Administrative Aide,02/10/2014,2014
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Firefighter/Rescuer III,11/28/1988,1988
M,FRS,Fire and Rescue Services,Property and Supply,Fulltime-Regular,Fire/Rescue Assistant Chief,06/13/1988,1988
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012
M,FRS,Fire and Rescue Services,Station 2,Fulltime-Regular,Fire/Rescue Captain,07/24/1989,1989
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,09/22/2014,2014
M,CCL,County Council,Council Central Staff,Fulltime-Regular,Manager II,09/09/2002,2002
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,08/12/2001,2001
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker III,11/03/2014,2014
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Program Manager I,09/13/1993,1993
M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Supply Technician II,10/03/2016,2016
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer III,07/18/2005,2005
F,LIB,Department of Public Libraries,Gaithersburg Library,Parttime-Regular,Library Desk Assistant,12/20/1994,1994
M,POL,Department of Police,PSB 1st District Traffic Squad,Fulltime-Regular,Master Police Officer,03/17/1986,1986
F,DPS,Department of Permitting Services,Information Technology Services,Fulltime-Regular,Office Services Coordinator,09/02/1986,1986
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist II,02/25/2013,2013
F,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector II,06/27/1988,1988
M,DOT,Department of Transportation,Sign and Marking Shop,Fulltime-Regular,Public Service Worker II,01/12/2015,2015
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,08/08/2016,2016
M,POL,Department of Police,MSB Personnel Division Background Section,Fulltime-Regular,Background Screening Specialist,11/07/2011,2011
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,09/02/2008,2008
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014
M,FRS,Fire and Rescue Services,Station 11,Fulltime-Regular,Firefighter/Rescuer III,03/19/2007,2007
M,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,06/29/1998,1998
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer III,09/18/1995,1995
F,POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,Fulltime-Regular,Office Services Coordinator,02/09/1981,1981
F,LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Senior Librarian,06/26/2006,2006
F,HHS,Department of Health and Human Services,Nurse Monitoring,Fulltime-Regular,Nurse Manager,08/05/2002,2002
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),02/19/2008,2008
F,CAT,County Attorney's Office,Administration,Fulltime-Regular,Senior Information Technology Specialist,08/18/1986,1986
M,FIN,Department of Finance,Operations and Administration - Controller,Fulltime-Regular,Information Technology Specialist III,09/24/2012,2012
F,FIN,Department of Finance,General Accounting,Fulltime-Regular,Accountant/Auditor III,04/08/2013,2013
F,LIB,Department of Public Libraries,Little Falls Library,Parttime-Regular,Library Assistant I,11/21/2011,2011
F,HHS,Department of Health and Human Services,Women's Health Services,Parttime-Regular,Community Health Nurse II,01/06/2003,2003
F,DGS,Department of General Services,Contracting and Accounts Payable,Fulltime-Regular,Program Specialist II,02/11/1974,1974
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,03/05/1990,1990
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,12/01/2003,2003
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,01/17/2012,2012
M,DGS,Department of General Services,ADA Compliance,Fulltime-Regular,Capital Projects Manager,02/24/2014,2014
M,CCL,County Council,Council Members and Staff,Fulltime-Regular,Council Member,12/01/2014,2014
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,07/17/2006,2006
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,01/11/1998,1998
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Fire/Rescue Lieutenant,02/11/2002,2002
F,POL,Department of Police,PSB 6th District Station,Fulltime-Regular,Police Lieutenant,07/12/1982,1982
F,DPS,Department of Permitting Services,Building Construction Permit Processing,Fulltime-Regular,Permit Technician II,06/09/2008,2008
F,LIB,Department of Public Libraries,Long Branch Library,Fulltime-Regular,Library Associate,03/25/2013,2013
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,07/27/2015,2015
F,HHS,Department of Health and Human Services,"Chief, Aging and Disability Services",Fulltime-Regular,Executive Administrative Aide,08/21/1995,1995
M,POL,Department of Police,FSB Special Operations Division,Fulltime-Regular,Police Officer III,08/12/2002,2002
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,05/21/1984,1984
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,07/18/2011,2011
F,OMB,Office of Management and Budget,Director,Fulltime-Regular,Director Office of Management and Budget,04/01/1985,1985
F,POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Information Technology Technician III,01/04/2010,2010
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,02/27/2012,2012
M,CEC,Community Engagement Cluster,Wheaton Urban District,Fulltime-Regular,Urban District Public Service Team Supervisor,09/01/2006,2006
F,POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,Fulltime-Regular,Public Safety Telephone Reporting Aide I,08/06/2001,2001
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician I,01/27/2014,2014
M,FIN,Department of Finance,Grants Accounting,Fulltime-Regular,Accountant/Auditor III,07/06/1998,1998
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,06/23/2008,2008
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer II,11/18/2013,2013
F,HHS,Department of Health and Human Services,Head Start,Fulltime-Regular,Program Aide,09/10/2012,2012
F,BOE,Board of Elections,Registration Services,Fulltime-Regular,Office Services Coordinator,02/12/2004,2004
M,FRS,Fire and Rescue Services,Third Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,02/11/2002,2002
M,OIG,Office of the Inspector General,Inspector General Staff,Fulltime-Regular,Manager II,06/28/2011,2011
F,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,07/14/2008,2008
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,10/29/2007,2007
F,COR,Correction and Rehabilitation,MSD Human Resources,Fulltime-Regular,Administrative Specialist II,09/23/2002,2002
M,POL,Department of Police,ISB Family Crimes Division,Fulltime-Regular,Police Captain,09/08/1987,1987
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,06/26/2006,2006
F,LIB,Department of Public Libraries,Rockville Library,Fulltime-Regular,Manager III,12/29/1986,1986
F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Public Safety Communications Specialist II,08/13/2012,2012
F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Office Services Coordinator,09/12/1988,1988
M,OMB,Office of Management and Budget,Administration,Fulltime-Regular,Senior Management and Budget Specialist,01/03/1989,1989
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,03/07/1994,1994
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008
M,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Senior Mechanic Technician,03/30/2009,2009
F,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014
F,HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Nurse Manager,10/04/1976,1976
M,DLC,Department of Liquor Control,Silver Spring,Parttime-Regular,Liquor Store Clerk I,06/08/2008,2008
M,DPS,Department of Permitting Services,Site Plan Enforcement,Fulltime-Regular,Permitting and Code Enforcement Inspector II,10/05/2015,2015
M,SHF,Sheriff's Office,Administration,Fulltime-Regular,Deputy Sheriff Candidate,07/11/2016,2016
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,05/20/2013,2013
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,09/28/2015,2015
M,DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,Fulltime-Regular,Program Manager II,07/08/2007,2007
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Capital Projects Manager,01/05/1998,1998
M,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,08/17/2009,2009
M,FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Firefighter/Rescuer III,01/14/2013,2013
M,CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Assistant County Attorney II,01/27/2014,2014
F,HHS,Department of Health and Human Services,Fiscal Team,Fulltime-Regular,Administrative Specialist II,08/08/1983,1983
M,HHS,Department of Health and Human Services,Information Systems and Technology,Fulltime-Regular,Manager III,04/16/2007,2007
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Capital Projects Manager,01/05/1998,1998
M,POL,Department of Police,PSB 5th District Station,Fulltime-Regular,Police Lieutenant,07/21/2003,2003
F,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Senior Financial Specialist,06/18/1990,1990
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014
M,FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Firefighter/Rescuer III,07/29/2013,2013
F,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Program Manager I,12/17/2007,2007
M,POL,Department of Police,PSB 6th District Educational Facilities Officers,Fulltime-Regular,Police Officer III,06/17/2002,2002
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016
M,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff III,01/14/2008,2008
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,07/18/2005,2005
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),06/18/2012,2012
F,LIB,Department of Public Libraries,Public Service Administration,Fulltime-Regular,Manager II,11/06/2000,2000
F,COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Licensed Practical Nurse (C and R),05/15/2006,2006
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),08/07/2006,2006
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016
M,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff III,01/16/2007,2007
F,FRS,Fire and Rescue Services,Planning and Accreditation,Fulltime-Regular,Information Technology Specialist III,07/08/2002,2002
M,POL,Department of Police,PSB 6th District Community Action Team,Fulltime-Regular,Police Officer III,07/18/2011,2011
F,DOT,Department of Transportation,Traffic Engineering Design and Operations,Fulltime-Regular,Engineer III,10/21/2002,2002
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,01/07/2013,2013
F,SHF,Sheriff's Office,Civil Process,Fulltime-Regular,Principal Administrative Aide,01/31/2013,2013
F,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Office Services Coordinator,02/21/2006,2006
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,04/10/2000,2000
F,LIB,Department of Public Libraries,Davis Library,Parttime-Regular,Librarian I,08/31/1987,1987
M,DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Printing Technician II,11/21/1988,1988
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,06/30/2003,2003
F,HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Supervisory Therapist,08/14/1989,1989
F,LIB,Department of Public Libraries,Rockville Library,Fulltime-Regular,Library Assistant I,08/20/1984,1984
F,FRS,Fire and Rescue Services,Station 20,Fulltime-Regular,Fire/Rescue Captain,08/17/1998,1998
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/15/1994,1994
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,02/06/2006,2006
M,SHF,Sheriff's Office,Child Support,Fulltime-Regular,Deputy Sheriff III,09/29/1997,1997
F,LIB,Department of Public Libraries,Damascus Library,Parttime-Regular,Library Aide,11/14/2003,2003
F,FRS,Fire and Rescue Services,Procurement,Fulltime-Regular,Administrative Specialist I,12/09/1992,1992
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,07/30/2013,2013
F,OAG,Office of Agriculture,Soil Conservation,Fulltime-Regular,Resource Conservationist,01/11/2016,2016
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,07/14/2008,2008
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,07/18/2005,2005
F,POL,Department of Police,HQ Office of the Chief,Fulltime-Regular,Police Sergeant,07/18/2005,2005
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,08/26/2002,2002
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Specialist III,01/18/2011,2011
F,LIB,Department of Public Libraries,Long Branch Library,Parttime-Regular,Library Assistant I,01/31/2013,2013
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,07/24/1989,1989
